   p;   T;   v;   S;   I;   U;   M;  Cp;   k; Cp';  k';  Ap;  Bv;  Gt; MMg;  Rg; Cpg;  kg;Cp'g; k'g;  Mu;  Lt; Lt';  Pr; Pr';   A;   z;  Bm;O;O2;H;H2;OH;HO2;H2O;H2O2;Cl;Cl2;ClO;ClO2;Cl2O;HCl;HOCl;N;N2;N3;NO;NO2;N2O;N2O3;NH;NH2;NH3;N2H2;N2H4;HN3;HNO;HNO2;HNO3;NH3O;N2H2O2;ClNO;ClNO2;C;C2;C3;CO;CO2;C2O;C3O2;CH;CH2;CH3;CH4;C2H;C2H2;C2H3;C2H4;C2H5;C3H;CHO;CHO2;CH2O;CH2O2;CH3O;CH4O;C2H4O2;CCl;CCl2;CCl3;C2Cl;C2Cl2;ClCO;Cl2CO;CHCl;CH2Cl;CH3Cl;CHCl2;CH2Cl2;CHCl3;C2HCl;C2H3Cl;HClCO;CN;CN2;C2N;C2N2;NCO;HCN;HNC;C2HN;C3HN;N2C;ClCN;Al;Al2;AlO2;Al2O;Al2O2;Al2O3(c);Al2O3;AlH;AlH2;AlH3;AlOH;HAlO;HAlO2;AlO2H2;AlO3H3;AlCl;AlCl2;AlCl3;Al2Cl6;AlOCl;AlOCl2;AlHCl;AlH2Cl;AlHCl2;AlOHCl;AlO2H2Cl;AlOHCl2;AlN;AlC;AlC2;Al2C2;O3;e-;O+;O-;O2+;O2-;H+;H-;H2+;H3+;OH+;OH-;HO2-;H2O+;H3O+;Cl-;N2+;NO+;NO2+;NO2-;NO3-;NH+;NH4+;C-;C2-;CO+;CO2+;CHO+;CN-;Al+;AlO-;AlO2-;AlO
4.45;3790.81;0.237872;9.45732;-527.6;-1502.88;36.6544;1.80118;1.18347;5.15044;1.16086;0.0004332;0.0004179;2.3715E-07;20.4561;406.448;1.89389;1.27325;4.5576;1.20863;0.0000937;0.36703;1.51106;0.483256;0.282475;1088.72;0.312986;0.0410545;0.0908966;0.0116136;2.53833;7.22322;0.455035;0.0000865;2.45544;0.0000138;0.158017;0.0000423;0.0001426;2.64177E-09;5.24149E-10;0.691612;0.0000601;0.0019785;8.24685;1.70581E-08;0.0774484;8.02128E-06;0.0000174;8.53577E-13;0.0018671;0.0005447;0.000334;1.32962E-07;3.20334E-11;7.91718E-09;0.0001315;1.71657E-06;3.43136E-11;1.23482E-08;1.73687E-14;1.84971E-06;1.66763E-11;1.90178E-06;3.45376E-10;3.9261E-13;10.4068;0.405082;3.01805E-07;1.98368E-10;9.45127E-07;1.12635E-06;1.71147E-06;4.06597E-07;1.11718E-08;4.88007E-08;1.48361E-10;1.67664E-11;5.10084E-14;1.62628E-11;0.0013966;0.0000871;0.0000428;0.0000119;3.09197E-09;4.58321E-12;8.95809E-14;2.12754E-07;2.78409E-10;4.20585E-14;1.96485E-11;2.26723E-13;0.0000247;2.69562E-09;2.65297E-08;2.59657E-08;1.91104E-09;1.49504E-10;5.74629E-12;2.37254E-14;1.99633E-10;2.5235E-13;7.85686E-07;0.0000385;3.43939E-07;1.1714E-09;1.78691E-09;5.0046E-06;0.0006498;5.96235E-06;3.10525E-10;9.52488E-12;7.36106E-06;7.39964E-07;0.0774888;0.0000227;0.0006507;0.0834227;0.0033525;3.06966;0.0000303;0.0121762;0.0001863;3.20067E-07;0.272967;0.0001522;0.0024167;0.0167073;0.0000802;0.19984;0.0078349;0.0000535;3.69486E-14;0.0130298;0.0000611;0.0023694;0.000004273;0.0000346;0.023718;0.0003221;0.000402;0.000203;8.41399E-08;1.03729E-10;2.87626E-12;1.54437E-10;0.0000907;1.6011E-13;1.09437E-06;4.66216E-12;2.0164E-08;5.19178E-12;2.60371E-06;7.21728E-13;6.70147E-11;1.56635E-11;6.08817E-06;2.07268E-09;5.01232E-10;3.39403E-08;0.000378;1.83018E-13;3.42267E-08;1.6272E-13;1.41816E-09;1.06998E-13;1.01957E-13;8.44951E-11;8.38831E-12;1.49282E-12;2.31206E-11;8.83364E-12;1.29408E-08;4.1627E-07;0.0007184;0.0002363;3.23151E-06;0.0978673
4.6;3795.19;0.230271;9.44806;-527.6;-1503.64;36.6396;1.80135;1.18335;5.12032;1.16075;0.0004314;0.0004162;2.29348E-07;20.4623;406.326;1.8942;1.27309;4.53214;1.20879;0.0000937;0.367306;1.5015;0.483349;0.282906;1089.17;0.313105;0.0410273;0.0895274;0.0114345;2.51858;7.2311;0.452328;0.0000867;2.45775;0.000014;0.156837;0.0000427;0.0001426;2.66792E-09;5.35326E-10;0.692706;0.0000608;0.0019803;8.24698;1.76374E-08;0.0771025;8.04358E-06;0.0000176;8.80671E-13;0.0018916;0.0005585;0.0003454;1.38875E-07;3.44744E-11;8.2864E-09;0.0001334;1.74448E-06;3.51289E-11;1.29227E-08;1.83417E-14;1.87983E-06;1.70788E-11;1.94372E-06;3.64856E-10;4.26848E-13;10.4071;0.404771;3.15578E-07;2.12377E-10;9.78499E-07;1.17708E-06;1.80399E-06;4.33021E-07;1.18841E-08;5.22341E-08;1.61686E-10;1.84578E-11;5.7242E-14;1.78212E-11;0.0014291;0.0000892;0.0000443;0.0000123;3.27347E-09;4.93622E-12;9.8642E-14;2.19838E-07;2.9167E-10;4.47923E-14;2.09469E-11;2.44446E-13;0.0000253;2.80439E-09;2.77655E-08;2.74549E-08;2.04142E-09;1.5851E-10;6.16192E-12;2.55966E-14;2.14428E-10;2.78711E-13;8.15496E-07;0.0000396;3.59551E-07;1.24851E-09;1.91731E-09;5.14716E-06;0.0006727;6.21025E-06;3.35131E-10;1.05232E-11;7.66814E-06;7.69371E-07;0.0767656;0.0000229;0.0006466;0.0829751;0.0033332;3.07083;0.0000302;0.0122382;0.0001905;3.32645E-07;0.272937;0.0001533;0.0024193;0.0169326;0.0000823;0.19942;0.0079178;0.0000546;3.98175E-14;0.013007;0.0000619;0.0024085;4.41607E-06;0.0000356;0.0240069;0.0003301;0.0004114;0.0002054;8.69471E-08;1.10322E-10;3.0843E-12;1.55372E-10;0.0000894;1.62667E-13;1.09068E-06;4.70864E-12;2.01624E-08;5.31354E-12;2.62069E-06;7.50472E-13;6.98508E-11;1.60225E-11;6.11583E-06;2.09895E-09;5.15761E-10;3.50362E-08;0.0003768;1.90169E-13;3.46092E-08;1.66069E-13;1.43412E-09;1.08797E-13;1.06371E-13;8.96201E-11;8.68052E-12;1.58407E-12;2.38842E-11;9.11276E-12;1.33979E-08;4.29637E-07;0.0007146;0.000235;3.21896E-06;0.0969416
4.75;3799.41;0.223145;9.43911;-527.6;-1504.37;36.6254;1.80152;1.18323;5.09133;1.16065;0.0004296;0.0004146;2.22041E-07;20.4682;406.208;1.8945;1.27294;4.50767;1.20894;0.0000938;0.367574;1.49229;0.483438;0.283328;1089.61;0.313222;0.0410007;0.088215;0.0112628;2.49952;7.23872;0.4497;0.0000869;2.45995;0.0000142;0.155698;0.0000431;0.0001427;2.69316E-09;5.46324E-10;0.693764;0.0000614;0.0019819;8.24711;1.82157E-08;0.0767648;8.06448E-06;0.0000178;9.07581E-13;0.0019155;0.0005721;0.0003568;1.44843E-07;3.70135E-11;8.65981E-09;0.0001352;1.77178E-06;3.59323E-11;1.35035E-08;1.93334E-14;1.90932E-06;1.74758E-11;1.98506E-06;3.84736E-10;4.62817E-13;10.4073;0.404468;3.29499E-07;2.26879E-10;1.01187E-06;1.22832E-06;1.89832E-06;4.60248E-07;1.26166E-08;5.57885E-08;1.75726E-10;2.02581E-11;6.40027E-14;1.94719E-11;0.0014612;0.0000912;0.0000459;0.0000127;3.45922E-09;5.30367E-12;1.08287E-13;2.26909E-07;3.05096E-10;4.76061E-14;2.22848E-11;2.62919E-13;0.0000259;2.9138E-09;2.90157E-08;2.89775E-08;2.17612E-09;1.67741E-10;6.59288E-12;2.7548E-14;2.29794E-10;3.06856E-13;8.45416E-07;0.0000407;3.75326E-07;1.32795E-09;2.05261E-09;5.28881E-06;0.0006957;6.45993E-06;3.60799E-10;1.15895E-11;7.97746E-06;7.98942E-07;0.0760664;0.0000231;0.0006426;0.082537;0.0033144;3.07197;0.0000302;0.0122978;0.0001946;3.45268E-07;0.272891;0.0001545;0.0024217;0.0171527;0.0000844;0.199007;0.0079987;0.0000558;4.28065E-14;0.0129843;0.0000628;0.0024468;4.55892E-06;0.0000365;0.0242888;0.0003379;0.0004207;0.0002078;8.97453E-08;1.17096E-10;3.29972E-12;1.56256E-10;0.0000882;1.65152E-13;1.08696E-06;4.7533E-12;2.01575E-08;5.43343E-12;2.63697E-06;7.79289E-13;7.27053E-11;1.63757E-11;6.14209E-06;2.12439E-09;5.30175E-10;3.61289E-08;0.0003755;1.97333E-13;3.49801E-08;1.69352E-13;1.44954E-09;1.10548E-13;1.1081E-13;9.48756E-11;8.97191E-12;1.67757E-12;2.46448E-11;9.39031E-12;1.3855E-08;4.42958E-07;0.0007109;0.0002337;3.20643E-06;0.096046
4.9;3803.5;0.216451;9.43044;-527.6;-1505.08;36.6116;1.80169;1.18311;5.06339;1.16055;0.0004279;0.000413;2.15183E-07;20.4739;406.095;1.89479;1.27279;4.48412;1.20909;0.0000939;0.367834;1.48342;0.483523;0.283742;1090.03;0.313336;0.0409747;0.0869554;0.0110979;2.48113;7.2461;0.447148;0.000087;2.46206;0.0000144;0.154597;0.0000434;0.0001428;2.71755E-09;5.5715E-10;0.694788;0.000062;0.0019834;8.24723;1.87931E-08;0.0764351;8.08407E-06;0.000018;9.34309E-13;0.0019389;0.0005856;0.0003682;1.50866E-07;3.96513E-11;9.0373E-09;0.0001369;1.79851E-06;3.67242E-11;1.40906E-08;2.03436E-14;1.93821E-06;1.78674E-11;2.02583E-06;4.05011E-10;5.00547E-13;10.4076;0.404171;3.43563E-07;2.41877E-10;1.04524E-06;1.28006E-06;1.99443E-06;4.88276E-07;1.33691E-08;5.94644E-08;1.90495E-10;2.21708E-11;7.13165E-14;2.12172E-11;0.001493;0.0000932;0.0000474;0.0000131;3.64918E-09;5.68566E-12;1.18532E-13;2.33966E-07;3.18685E-10;5.04995E-14;2.3662E-11;2.82146E-13;0.0000266;3.02382E-09;3.02798E-08;3.05331E-08;2.31516E-09;1.77196E-10;7.03921E-12;2.95802E-14;2.45735E-10;3.36845E-13;8.75445E-07;0.0000418;3.91261E-07;1.40971E-09;2.19283E-09;5.42957E-06;0.0007187;6.71133E-06;3.87541E-10;1.27261E-11;8.28895E-06;8.28672E-07;0.0753898;0.0000233;0.0006387;0.082108;0.0032959;3.07309;0.0000301;0.012355;0.0001987;3.57935E-07;0.272833;0.0001556;0.0024239;0.0173677;0.0000865;0.1986;0.0080777;0.000057;4.59168E-14;0.0129617;0.0000637;0.0024844;4.70154E-06;0.0000375;0.0245643;0.0003457;0.0004299;0.0002101;9.25343E-08;1.24047E-10;3.52252E-12;1.57091E-10;0.0000871;1.67568E-13;1.08324E-06;4.79623E-12;2.01498E-08;5.55151E-12;2.65259E-06;8.08174E-13;7.55773E-11;1.67231E-11;6.16704E-06;2.14904E-09;5.44476E-10;3.72186E-08;0.0003743;2.04509E-13;3.53402E-08;1.72572E-13;1.46444E-09;1.12254E-13;1.15274E-13;1.00261E-10;9.26246E-12;1.77328E-12;2.54024E-11;9.66633E-12;1.43121E-08;4.56234E-07;0.0007073;0.0002325;3.19394E-06;0.0951786
5.05;3807.46;0.21015;9.42203;-527.6;-1505.76;36.5982;1.80185;1.183;5.03645;1.16046;0.0004262;0.0004115;2.08735E-07;20.4794;405.987;1.89507;1.27264;4.46142;1.20924;0.0000939;0.368086;1.47485;0.483606;0.284147;1090.45;0.313448;0.0409493;0.085745;0.0109395;2.46335;7.25326;0.444667;0.0000872;2.46408;0.0000146;0.153533;0.0000438;0.0001428;2.74112E-09;5.67811E-10;0.695781;0.0000627;0.0019847;8.24736;1.93695E-08;0.0761128;8.10245E-06;0.0000183;9.60858E-13;0.0019617;0.000599;0.0003796;1.56942E-07;4.23883E-11;9.41877E-09;0.0001386;1.82469E-06;3.75049E-11;1.46836E-08;2.1372E-14;1.96653E-06;1.82539E-11;2.06605E-06;4.25675E-10;5.40062E-13;10.4078;0.40388;3.57769E-07;2.57371E-10;1.07861E-06;1.3323E-06;2.0923E-06;5.17104E-07;1.41416E-08;6.3262E-08;2.06007E-10;2.41992E-11;7.921E-14;2.30593E-11;0.0015244;0.0000952;0.0000489;0.0000136;3.8433E-09;6.08229E-12;1.29396E-13;2.41011E-07;3.32432E-10;5.3472E-14;2.50784E-11;3.02135E-13;0.0000272;3.13443E-09;3.15576E-08;3.21214E-08;2.45853E-09;1.86871E-10;7.50098E-12;3.16939E-14;2.62254E-10;3.68738E-13;9.05578E-07;0.0000429;4.07352E-07;1.49378E-09;2.33799E-09;5.56947E-06;0.0007417;6.96442E-06;4.15366E-10;1.39353E-11;8.60255E-06;8.58558E-07;0.0747344;0.0000235;0.0006348;0.0816878;0.0032778;3.07419;0.0000301;0.01241;0.0002027;3.70644E-07;0.272762;0.0001566;0.0024258;0.017578;0.0000886;0.198199;0.0081549;0.0000581;4.91492E-14;0.0129393;0.0000645;0.0025214;4.84395E-06;0.0000384;0.0248335;0.0003535;0.0004391;0.0002123;9.53142E-08;1.31176E-10;3.7527E-12;1.57882E-10;0.000086;1.6992E-13;1.07951E-06;4.83753E-12;2.01395E-08;5.66785E-12;2.6676E-06;8.37119E-13;7.84662E-11;1.7065E-11;6.19076E-06;2.17294E-09;5.58667E-10;3.83053E-08;0.0003731;2.11695E-13;3.56898E-08;1.75732E-13;1.47885E-09;1.13916E-13;1.1976E-13;1.05774E-10;9.55213E-12;1.87117E-12;2.61571E-11;9.94083E-12;1.47692E-08;4.69466E-07;0.0007038;0.0002312;3.18149E-06;0.0943377
5.2;3811.3;0.204209;9.41387;-527.6;-1506.42;36.5853;1.802;1.18289;5.01042;1.16037;0.0004246;0.0004101;2.02659E-07;20.4846;405.882;1.89534;1.2725;4.43953;1.20938;0.000094;0.368332;1.46657;0.483685;0.284543;1090.84;0.313558;0.0409243;0.0845807;0.0107871;2.44615;7.26021;0.442254;0.0000873;2.46602;0.0000148;0.152503;0.0000442;0.0001429;2.76393E-09;5.78313E-10;0.696744;0.0000633;0.0019859;8.24748;1.9945E-08;0.0757977;8.11969E-06;0.0000185;9.87229E-13;0.0019841;0.0006122;0.000391;1.6307E-07;4.52252E-11;9.80413E-09;0.0001403;1.85034E-06;3.82749E-11;1.52825E-08;2.24182E-14;1.9943E-06;1.86353E-11;2.10573E-06;4.46722E-10;5.81392E-13;10.408;0.403595;3.72112E-07;2.73362E-10;1.11197E-06;1.38502E-06;2.19191E-06;5.46732E-07;1.4934E-08;6.71817E-08;2.22276E-10;2.63466E-11;8.77101E-14;2.50006E-11;0.0015556;0.0000971;0.0000505;0.000014;4.04155E-09;6.49365E-12;1.40897E-13;2.48044E-07;3.46334E-10;5.65232E-14;2.65338E-11;3.22891E-13;0.0000278;3.24563E-09;3.28488E-08;3.37421E-08;2.60624E-09;1.96766E-10;7.97823E-12;3.38897E-14;2.79352E-10;4.02595E-13;9.35813E-07;0.000044;4.23595E-07;1.58014E-09;2.48812E-09;5.70852E-06;0.0007647;7.21915E-06;4.44284E-10;1.52194E-11;8.91821E-06;8.88595E-07;0.0740991;0.0000237;0.000631;0.0812759;0.0032601;3.07526;0.00003;0.0124631;0.0002067;3.83392E-07;0.27268;0.0001576;0.0024275;0.0177837;0.0000906;0.197804;0.0082304;0.0000592;5.25048E-14;0.012917;0.0000653;0.0025577;4.98615E-06;0.0000394;0.0250968;0.0003611;0.0004481;0.0002145;9.80849E-08;1.3848E-10;3.99024E-12;1.58631E-10;0.0000849;1.72209E-13;1.07578E-06;4.8773E-12;2.01267E-08;5.7825E-12;2.68202E-06;8.66121E-13;8.13713E-11;1.74017E-11;6.21333E-06;2.19613E-09;5.72751E-10;3.93891E-08;0.0003719;2.1889E-13;3.60297E-08;1.78834E-13;1.4928E-09;1.15536E-13;1.24268E-13;1.11416E-10;9.84094E-12;1.97122E-12;2.69089E-11;1.02138E-11;1.52264E-08;4.82653E-07;0.0007004;0.00023;3.1691E-06;0.093522
5.35;3815.03;0.198597;9.40595;-527.6;-1507.06;36.5728;1.80216;1.18279;4.98527;1.16028;0.0004231;0.0004087;1.96927E-07;20.4897;405.782;1.89561;1.27237;4.41839;1.20952;0.0000941;0.36857;1.45856;0.483762;0.284932;1091.23;0.313665;0.0408999;0.0834595;0.0106404;2.4295;7.26697;0.439904;0.0000874;2.46788;0.0000149;0.151505;0.0000445;0.0001429;2.786E-09;5.88663E-10;0.697679;0.0000639;0.0019869;8.24759;2.05195E-08;0.0754895;8.13588E-06;0.0000187;1.01343E-12;0.002006;0.0006254;0.0004024;1.69248E-07;4.81624E-11;1.01933E-08;0.000142;1.8755E-06;3.90344E-11;1.58872E-08;2.34818E-14;2.02155E-06;1.90119E-11;2.14491E-06;4.68147E-10;6.24561E-13;10.4082;0.403316;3.86589E-07;2.89851E-10;1.14532E-06;1.43821E-06;2.29324E-06;5.77158E-07;1.57462E-08;7.12237E-08;2.39315E-10;2.86163E-11;9.68441E-14;2.70433E-11;0.0015864;0.000099;0.000052;0.0000144;4.24388E-09;6.91982E-12;1.5305E-13;2.55063E-07;3.60388E-10;5.96529E-14;2.80281E-11;3.44422E-13;0.0000284;3.35738E-09;3.4153E-08;3.53949E-08;2.75829E-09;2.06878E-10;8.47102E-12;3.61684E-14;2.97034E-10;4.38476E-13;9.66146E-07;0.0000451;4.39988E-07;1.6688E-09;2.64323E-09;5.84676E-06;0.0007878;7.47548E-06;4.74303E-10;1.65809E-11;9.23589E-06;9.18779E-07;0.0734826;0.0000238;0.0006273;0.0808722;0.0032427;3.07632;0.00003;0.0125141;0.0002106;3.96178E-07;0.272588;0.0001586;0.002429;0.0179851;0.0000926;0.197415;0.0083042;0.0000604;5.59845E-14;0.0128948;0.0000661;0.0025933;5.12812E-06;0.0000403;0.0253546;0.0003687;0.0004571;0.0002166;1.00847E-07;1.45958E-10;4.23515E-12;1.5934E-10;0.0000839;1.74438E-13;1.07204E-06;4.9156E-12;2.01117E-08;5.89553E-12;2.6959E-06;8.95173E-13;8.42923E-11;1.77332E-11;6.23482E-06;2.21864E-09;5.86729E-10;4.04699E-08;0.0003707;2.26092E-13;3.63602E-08;1.8188E-13;1.50632E-09;1.17116E-13;1.28796E-13;1.17184E-10;1.01289E-11;2.07341E-12;2.76578E-11;1.04854E-11;1.56835E-08;4.95796E-07;0.000697;0.0002288;3.15677E-06;0.09273
5.5;3818.64;0.193288;9.39825;-527.6;-1507.68;36.5607;1.80231;1.18268;4.96094;1.1602;0.0004216;0.0004073;1.91508E-07;20.4946;405.685;1.89588;1.27224;4.39796;1.20966;0.0000941;0.368803;1.45081;0.483836;0.285314;1091.6;0.313771;0.0408759;0.0823788;0.0104989;2.41336;7.27353;0.437616;0.0000875;2.46967;0.0000151;0.150537;0.0000449;0.0001429;2.80739E-09;5.98864E-10;0.698587;0.0000644;0.0019878;8.2477;2.1093E-08;0.0751878;8.15109E-06;0.0000188;1.03945E-12;0.0020275;0.0006384;0.0004138;1.75476E-07;5.12006E-11;1.05862E-08;0.0001436;1.90016E-06;3.97839E-11;1.64974E-08;2.45627E-14;2.0483E-06;1.93838E-11;2.18359E-06;4.89945E-10;6.69595E-13;10.4085;0.403043;4.01198E-07;3.0684E-10;1.17866E-06;1.49186E-06;2.39628E-06;6.08382E-07;1.6578E-08;7.53884E-08;2.57139E-10;3.10117E-11;1.0664E-13;2.91896E-11;0.0016169;0.0001009;0.0000535;0.0000148;4.45026E-09;7.36091E-12;1.65875E-13;2.6207E-07;3.74591E-10;6.28606E-14;2.95612E-11;3.66731E-13;0.000029;3.46969E-09;3.54701E-08;3.70794E-08;2.91468E-09;2.17206E-10;8.97939E-12;3.85306E-14;3.15302E-10;4.7644E-13;9.96575E-07;0.0000462;4.56525E-07;1.75974E-09;2.80335E-09;5.9842E-06;0.000811;7.73338E-06;5.05433E-10;1.80219E-11;9.55552E-06;9.49107E-07;0.0728841;0.000024;0.0006237;0.0804762;0.0032256;3.07735;0.0000299;0.0125634;0.0002145;0.000000409;0.272487;0.0001596;0.0024304;0.0181823;0.0000946;0.197032;0.0083765;0.0000615;5.95891E-14;0.0128728;0.0000669;0.0026284;5.26987E-06;0.0000412;0.0256069;0.0003763;0.0004659;0.0002186;1.03599E-07;1.53609E-10;4.48742E-12;1.60012E-10;0.0000829;1.76611E-13;1.06832E-06;4.95253E-12;2.00948E-08;6.00697E-12;2.70926E-06;9.24272E-13;8.72284E-11;1.80597E-11;6.2553E-06;2.24051E-09;6.00605E-10;4.15478E-08;0.0003695;2.33301E-13;3.66818E-08;1.84872E-13;1.51941E-09;1.18658E-13;1.33343E-13;1.23078E-10;1.04159E-11;2.1777E-12;2.84038E-11;1.07554E-11;1.61405E-08;5.08897E-07;0.0006937;0.0002276;3.14451E-06;0.0919604
5.65;3822.16;0.188257;9.39076;-527.6;-1508.29;36.549;1.80245;1.18258;4.93738;1.16012;0.0004201;0.000406;1.86378E-07;20.4994;405.591;1.89613;1.27211;4.37819;1.2098;0.0000942;0.369029;1.4433;0.483908;0.285689;1091.97;0.313875;0.0408524;0.0813361;0.0103624;2.3977;7.27991;0.435385;0.0000876;2.47139;0.0000153;0.149598;0.0000452;0.0001429;2.82812E-09;6.08923E-10;0.69947;0.000065;0.0019886;8.24781;2.16655E-08;0.0748924;8.16537E-06;0.000019;1.0653E-12;0.0020485;0.0006514;0.0004253;1.81752E-07;5.43403E-11;1.09827E-08;0.0001451;1.92437E-06;4.05237E-11;1.71131E-08;2.56606E-14;2.07457E-06;1.97512E-11;2.22179E-06;5.1211E-10;7.16521E-13;10.4087;0.402775;4.15935E-07;3.24329E-10;0.000001212;1.54597E-06;2.50099E-06;6.40402E-07;1.74294E-08;7.9676E-08;2.75761E-10;3.35361E-11;1.17126E-13;3.14418E-11;0.0016472;0.0001028;0.0000551;0.0000153;4.66065E-09;7.817E-12;1.79388E-13;2.69065E-07;3.88939E-10;6.61461E-14;3.11329E-11;3.89826E-13;0.0000295;3.58252E-09;3.67997E-08;3.87954E-08;3.07542E-09;2.27749E-10;9.5034E-12;4.09769E-14;3.34159E-10;5.16548E-13;1.0271E-06;0.0000472;4.73206E-07;1.85295E-09;2.9685E-09;6.12087E-06;0.0008341;7.9928E-06;5.37682E-10;1.95448E-11;9.87707E-06;9.79575E-07;0.0723025;0.0000242;0.0006201;0.0800877;0.0032089;3.07837;0.0000299;0.0126109;0.0002183;4.21856E-07;0.272378;0.0001605;0.0024316;0.0183756;0.0000966;0.196654;0.0084473;0.0000626;6.33197E-14;0.0128509;0.0000676;0.0026629;5.41141E-06;0.0000422;0.0258541;0.0003837;0.0004747;0.0002206;1.06343E-07;1.61431E-10;4.74704E-12;1.60649E-10;0.0000819;1.78729E-13;1.0646E-06;4.98815E-12;2.0076E-08;6.11688E-12;2.72213E-06;9.53412E-13;9.01792E-11;1.83814E-11;6.27483E-06;2.26176E-09;6.14381E-10;4.2623E-08;0.0003684;2.40516E-13;3.6995E-08;1.87812E-13;1.53211E-09;1.20163E-13;1.37909E-13;1.29097E-10;1.0702E-11;2.28409E-12;2.91469E-11;1.10241E-11;1.65975E-08;5.21956E-07;0.0006905;0.0002265;3.13233E-06;0.0912122
5.8;3825.57;0.183484;9.38347;-527.6;-1508.87;36.5375;1.80259;1.18249;4.91454;1.16004;0.0004187;0.0004047;1.81515E-07;20.5039;405.501;1.89638;1.27199;4.35906;1.20993;0.0000942;0.36925;1.43601;0.483977;0.286057;1092.32;0.313977;0.0408293;0.0803291;0.0102305;2.38251;7.28613;0.433209;0.0000877;2.47305;0.0000155;0.148685;0.0000455;0.0001429;2.84822E-09;6.18844E-10;0.700329;0.0000656;0.0019893;8.24792;2.22371E-08;0.0746031;8.17879E-06;0.0000192;1.09099E-12;0.0020692;0.0006643;0.0004367;1.88075E-07;5.75819E-11;1.13828E-08;0.0001467;1.94814E-06;4.1254E-11;1.77341E-08;2.6775E-14;2.10038E-06;2.01142E-11;2.25953E-06;5.34639E-10;7.65362E-13;10.4089;0.402512;4.30798E-07;3.4232E-10;1.24532E-06;1.60051E-06;2.60737E-06;6.73217E-07;1.83002E-08;8.40869E-08;2.95194E-10;3.61927E-11;1.2833E-13;3.3802E-11;0.0016772;0.0001047;0.0000566;0.0000157;4.87502E-09;8.28816E-12;1.93607E-13;2.76047E-07;4.0343E-10;6.95089E-14;3.27432E-11;4.13711E-13;0.0000301;3.69588E-09;3.81416E-08;4.05426E-08;3.24051E-09;2.38505E-10;1.00431E-11;4.35079E-14;3.53608E-10;5.58861E-13;1.05771E-06;0.0000483;4.90025E-07;1.94843E-09;3.13869E-09;6.25678E-06;0.0008573;8.25371E-06;5.7106E-10;2.11521E-11;0.0000102;1.01018E-06;0.0717369;0.0000243;0.0006167;0.0797065;0.0031925;3.07937;0.0000298;0.0126569;0.0002221;4.34746E-07;0.272261;0.0001614;0.0024326;0.0185652;0.0000986;0.196282;0.0085167;0.0000637;6.7177E-14;0.0128292;0.0000684;0.0026969;5.55273E-06;0.0000431;0.0260965;0.0003911;0.0004834;0.0002226;1.09077E-07;1.69423E-10;5.014E-12;1.61254E-10;0.000081;1.80794E-13;1.06089E-06;5.02252E-12;2.00555E-08;6.22531E-12;2.73454E-06;9.8259E-13;9.31442E-11;1.86985E-11;6.29346E-06;2.28242E-09;6.28059E-10;4.36953E-08;0.0003673;2.47736E-13;3.73001E-08;1.90702E-13;1.54443E-09;1.21633E-13;1.42492E-13;1.35241E-10;1.09872E-11;2.39253E-12;2.98872E-11;1.12913E-11;1.70544E-08;5.34972E-07;0.0006873;0.0002253;3.12022E-06;0.0904842
